case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,ambiguity_bucket,direct_hallucination,casulo_hallucination,hallucination_reduction,residual_delta_index,delta_control_score,evidence_coverage,invented_fields,unsupported_fields,decision
SEED-303-STOCH-0200-RULE_EXTRACTION,rule_extraction,acceptance_criteria,82,47,26,58,4,high,46,A4_extreme,100,40,60,60,85,42,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0201-RULE_EXTRACTION,rule_extraction,acceptance_criteria,53,21,39,85,4,high,59,A2_medium,100,36,64,46,85,56,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0202-AUDIT_DOCUMENTAL,audit_documental,policy_audit,20,43,57,83,4,high,55,A0_very_low,99,32,67,49,86,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0203-RULE_EXTRACTION,rule_extraction,acceptance_criteria,54,4,11,51,3,high,76,A2_medium,90,27,63,29,88,74,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0204-PARSER_DOCUMENTAL,parser_documental,form_record,63,77,56,16,5,low,39,A3_high,68,22,46,61,87,35,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0205-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,97,39,95,95,1,medium,30,A4_extreme,84,25,59,71,80,23,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0206-SOFTWARE_REVIEW,software_review,release_notes,53,45,60,56,2,high,50,A2_medium,100,31,69,52,86,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0207-PARSER_DOCUMENTAL,parser_documental,service_intake,87,92,87,69,3,medium,14,A4_extreme,95,29,66,88,80,8,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0208-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,11,54,85,94,2,medium,47,A0_very_low,81,25,56,56,85,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0209-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,58,55,4,1,1,low,60,A2_medium,45,13,32,43,90,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0210-SOFTWARE_REVIEW,software_review,incident_log,50,28,1,10,2,medium,74,A2_medium,64,19,45,29,90,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0211-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,45,64,37,45,4,high,48,A2_medium,100,33,67,56,88,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0212-RULE_EXTRACTION,rule_extraction,business_rule_sheet,22,74,15,32,5,medium,55,A1_low,90,29,61,52,90,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0213-SOFTWARE_REVIEW,software_review,repo_summary,72,48,38,45,5,high,48,A3_high,100,39,61,55,86,44,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0214-SOFTWARE_REVIEW,software_review,release_notes,44,54,6,79,2,high,52,A2_medium,99,29,70,58,87,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0215-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,63,39,5,10,5,high,65,A3_high,97,31,66,38,90,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0216-RULE_EXTRACTION,rule_extraction,business_rule_sheet,69,37,35,43,3,high,55,A3_high,100,34,66,48,86,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0217-SOFTWARE_REVIEW,software_review,incident_log,75,80,63,32,2,high,31,A3_high,100,35,65,69,85,26,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0218-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,11,43,80,8,3,high,65,A0_very_low,77,24,53,29,90,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0219-PARSER_DOCUMENTAL,parser_documental,checklist,89,61,100,29,1,low,31,A4_extreme,66,19,47,64,83,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0220-PARSER_DOCUMENTAL,parser_documental,service_intake,65,89,33,70,4,medium,29,A3_high,86,27,59,80,84,25,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0221-SOFTWARE_REVIEW,software_review,release_notes,93,23,73,17,2,medium,53,A4_extreme,89,26,63,41,85,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0222-RULE_EXTRACTION,rule_extraction,business_rule_sheet,88,15,22,66,1,high,59,A4_extreme,100,30,70,47,85,55,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0223-SOFTWARE_REVIEW,software_review,release_notes,66,34,74,60,1,high,49,A3_high,100,30,70,51,84,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0224-SOFTWARE_REVIEW,software_review,test_report,77,9,16,85,5,medium,62,A3_high,99,32,67,45,84,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0225-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,50,83,33,0,4,medium,46,A2_medium,86,27,59,56,89,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0226-SOFTWARE_REVIEW,software_review,repo_summary,75,96,40,15,4,high,30,A3_high,100,40,60,73,85,26,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0227-SOFTWARE_REVIEW,software_review,repo_summary,81,41,76,60,5,high,41,A4_extreme,100,43,57,58,83,35,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0228-PARSER_DOCUMENTAL,parser_documental,service_intake,90,41,79,82,2,low,35,A4_extreme,70,21,49,66,81,29,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0229-PARSER_DOCUMENTAL,parser_documental,email_request,82,56,64,47,3,medium,38,A4_extreme,80,25,55,63,84,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0230-PARSER_DOCUMENTAL,parser_documental,email_request,61,39,4,51,3,low,59,A3_high,55,17,38,48,88,56,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0231-RULE_EXTRACTION,rule_extraction,business_rule_sheet,58,79,88,93,5,high,23,A2_medium,100,49,51,81,82,18,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0232-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,2,92,50,65,2,high,41,A0_very_low,92,28,64,65,87,39,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0233-PARSER_DOCUMENTAL,parser_documental,service_intake,80,16,59,87,5,medium,51,A3_high,83,27,56,52,82,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0234-AUDIT_DOCUMENTAL,audit_documental,policy_audit,92,13,78,22,4,medium,57,A4_extreme,92,29,63,37,84,51,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0235-RULE_EXTRACTION,rule_extraction,acceptance_criteria,29,10,84,49,4,medium,69,A1_low,83,26,57,27,86,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0236-PARSER_DOCUMENTAL,parser_documental,service_intake,21,51,91,76,2,low,47,A1_low,56,17,39,53,85,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0237-PARSER_DOCUMENTAL,parser_documental,email_request,20,51,8,51,1,medium,64,A0_very_low,50,14,36,44,90,63,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0238-SOFTWARE_REVIEW,software_review,test_report,24,90,79,6,2,high,41,A1_low,96,29,67,56,88,38,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0239-SOFTWARE_REVIEW,software_review,release_notes,20,21,44,40,1,medium,73,A0_very_low,59,16,43,27,89,71,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0240-PARSER_DOCUMENTAL,parser_documental,checklist,1,77,65,63,4,medium,46,A0_very_low,68,22,46,57,88,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0241-AUDIT_DOCUMENTAL,audit_documental,policy_audit,14,23,64,86,4,medium,64,A0_very_low,78,25,53,39,86,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0242-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,84,12,56,94,5,medium,52,A4_extreme,84,27,57,52,82,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0243-PARSER_DOCUMENTAL,parser_documental,email_request,99,39,56,15,3,low,48,A4_extreme,64,20,44,50,85,42,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0244-PARSER_DOCUMENTAL,parser_documental,email_request,15,18,32,41,4,low,78,A0_very_low,45,14,31,24,90,76,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0245-RULE_EXTRACTION,rule_extraction,procedure,74,40,87,90,2,high,37,A3_high,100,39,61,64,82,31,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0246-RULE_EXTRACTION,rule_extraction,business_rule_sheet,57,96,3,94,1,high,28,A2_medium,100,35,65,87,84,26,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0247-SOFTWARE_REVIEW,software_review,release_notes,79,12,90,59,1,high,53,A3_high,100,30,70,43,83,47,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0248-SOFTWARE_REVIEW,software_review,release_notes,1,14,62,13,4,high,83,A0_very_low,71,23,48,12,91,81,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0249-PARSER_DOCUMENTAL,parser_documental,checklist,54,32,68,39,5,medium,57,A2_medium,73,24,49,41,86,53,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0250-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,43,56,88,72,3,medium,41,A2_medium,75,23,52,60,84,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0251-SOFTWARE_REVIEW,software_review,release_notes,93,89,16,49,5,high,27,A4_extreme,100,45,55,81,84,23,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0252-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,70,44,37,2,4,medium,57,A3_high,84,26,58,42,88,53,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0253-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,42,29,10,100,3,medium,60,A2_medium,81,25,56,51,86,58,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0254-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,20,79,10,81,2,high,46,A0_very_low,93,28,65,66,88,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0255-SOFTWARE_REVIEW,software_review,repo_summary,66,42,93,61,4,medium,42,A3_high,100,33,67,56,83,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0256-RULE_EXTRACTION,rule_extraction,business_rule_sheet,97,32,36,75,3,medium,45,A4_extreme,100,34,66,60,83,40,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0257-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,31,94,79,76,3,medium,27,A1_low,99,31,68,77,83,23,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0258-SOFTWARE_REVIEW,software_review,test_report,65,9,24,51,4,medium,69,A3_high,84,27,57,34,87,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0259-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,62,9,42,35,5,low,69,A3_high,57,19,38,30,87,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0260-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,44,26,38,20,1,high,69,A2_medium,72,20,52,30,89,66,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0261-SOFTWARE_REVIEW,software_review,repo_summary,93,16,22,15,1,medium,64,A4_extreme,76,21,55,36,87,60,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0262-SOFTWARE_REVIEW,software_review,test_report,12,30,12,86,3,medium,69,A0_very_low,72,22,50,40,88,68,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0263-PARSER_DOCUMENTAL,parser_documental,form_record,48,69,45,34,3,medium,46,A2_medium,69,21,48,57,88,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0264-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,24,15,56,51,1,high,72,A1_low,70,20,50,28,88,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0265-PARSER_DOCUMENTAL,parser_documental,checklist,74,39,51,20,1,low,54,A3_high,53,15,38,45,87,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0266-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,60,40,44,93,1,medium,47,A2_medium,85,25,60,60,84,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0267-RULE_EXTRACTION,rule_extraction,policy,83,90,60,33,4,medium,25,A4_extreme,100,38,62,77,83,20,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0268-RULE_EXTRACTION,rule_extraction,procedure,94,3,30,35,2,high,66,A4_extreme,100,30,70,35,85,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0269-RULE_EXTRACTION,rule_extraction,policy,6,14,13,88,3,high,78,A0_very_low,81,25,56,31,89,77,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0270-SOFTWARE_REVIEW,software_review,repo_summary,6,28,97,29,3,medium,67,A0_very_low,69,21,48,26,88,64,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0271-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,83,47,2,11,2,medium,57,A4_extreme,78,23,55,47,88,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0272-SOFTWARE_REVIEW,software_review,incident_log,68,93,88,24,1,medium,25,A3_high,99,29,70,73,83,20,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0273-RULE_EXTRACTION,rule_extraction,acceptance_criteria,28,40,4,85,5,medium,62,A1_low,92,30,62,49,88,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0274-SOFTWARE_REVIEW,software_review,test_report,36,43,8,36,3,medium,66,A1_low,74,23,51,40,90,64,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0275-SOFTWARE_REVIEW,software_review,release_notes,46,66,9,6,3,medium,57,A2_medium,78,24,54,47,91,55,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0276-PARSER_DOCUMENTAL,parser_documental,checklist,93,100,28,41,1,low,22,A4_extreme,69,20,49,85,83,17,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0277-SOFTWARE_REVIEW,software_review,release_notes,84,1,99,40,4,high,58,A4_extreme,100,36,64,34,83,52,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0278-RULE_EXTRACTION,rule_extraction,acceptance_criteria,4,44,17,95,3,high,63,A0_very_low,93,29,64,48,88,62,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0279-RULE_EXTRACTION,rule_extraction,business_rule_sheet,7,67,83,70,3,medium,46,A0_very_low,90,28,62,56,87,43,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0280-AUDIT_DOCUMENTAL,audit_documental,policy_audit,5,10,90,17,4,high,79,A0_very_low,73,23,50,13,89,76,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0281-SOFTWARE_REVIEW,software_review,test_report,12,31,64,2,1,high,74,A0_very_low,63,17,46,21,91,72,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0282-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,6,62,69,87,5,medium,48,A0_very_low,91,30,61,57,87,46,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0283-PARSER_DOCUMENTAL,parser_documental,checklist,46,72,69,92,4,low,32,A2_medium,72,23,49,73,84,28,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0284-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,93,58,26,6,1,medium,46,A4_extreme,82,23,59,55,87,42,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0285-PARSER_DOCUMENTAL,parser_documental,form_record,67,19,65,71,5,low,55,A3_high,67,22,45,46,84,50,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0286-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,79,99,32,79,5,high,20,A3_high,100,46,54,91,82,16,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0287-RULE_EXTRACTION,rule_extraction,acceptance_criteria,100,93,64,3,1,medium,24,A4_extreme,100,31,69,75,83,18,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0288-PARSER_DOCUMENTAL,parser_documental,form_record,31,83,78,24,5,low,40,A1_low,65,21,44,58,87,36,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0289-RULE_EXTRACTION,rule_extraction,acceptance_criteria,59,100,60,70,3,high,21,A2_medium,100,43,57,85,82,17,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0290-AUDIT_DOCUMENTAL,audit_documental,policy_audit,79,1,19,2,2,high,77,A3_high,77,22,55,21,88,73,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0291-RULE_EXTRACTION,rule_extraction,business_rule_sheet,4,94,69,33,4,high,42,A0_very_low,100,35,65,59,87,40,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0292-RULE_EXTRACTION,rule_extraction,business_rule_sheet,76,59,16,80,1,high,41,A3_high,100,34,66,69,85,37,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0293-AUDIT_DOCUMENTAL,audit_documental,policy_audit,66,30,17,7,2,high,67,A3_high,81,24,57,34,89,64,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0294-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,76,90,29,56,2,medium,28,A3_high,99,30,69,80,84,24,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0295-RULE_EXTRACTION,rule_extraction,procedure,29,59,85,92,3,high,40,A1_low,100,37,63,63,84,36,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0296-RULE_EXTRACTION,rule_extraction,policy,3,68,92,97,5,medium,41,A0_very_low,100,35,65,62,85,38,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0297-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,27,17,0,37,4,high,81,A1_low,75,24,51,24,91,80,0,0,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0298-RULE_EXTRACTION,rule_extraction,business_rule_sheet,18,22,9,89,2,medium,71,A0_very_low,71,21,50,38,88,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0299-RULE_EXTRACTION,rule_extraction,acceptance_criteria,23,51,57,46,3,medium,56,A1_low,83,26,57,45,88,53,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-303-STOCH-0300-SOFTWARE_REVIEW,software_review,repo_summary,19,52,33,90,3,high,54,A0_very_low,99,31,68,55,87,52,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0001-PARSER_DOCUMENTAL,parser_documental,form_record,11,51,0,66,1,low,65,A0_very_low,41,12,29,45,90,65,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0002-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,17,50,12,2,4,medium,72,A0_very_low,64,20,44,30,92,71,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0003-RULE_EXTRACTION,rule_extraction,policy,22,84,74,95,2,medium,32,A1_low,100,31,69,74,84,29,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0004-SOFTWARE_REVIEW,software_review,repo_summary,64,93,16,38,4,high,35,A3_high,100,39,61,73,86,32,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0005-PARSER_DOCUMENTAL,parser_documental,service_intake,35,43,69,75,2,low,51,A1_low,56,17,39,51,85,48,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0006-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,34,12,54,56,4,medium,70,A1_low,75,24,51,30,87,67,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0007-RULE_EXTRACTION,rule_extraction,acceptance_criteria,14,64,99,27,3,medium,49,A0_very_low,86,27,59,46,88,45,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0008-SOFTWARE_REVIEW,software_review,incident_log,44,84,32,87,2,high,34,A2_medium,100,35,65,76,85,31,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0009-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,59,30,55,33,3,medium,59,A2_medium,65,20,45,40,87,55,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0010-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,5,18,45,1,high,72,A3_high,77,22,55,31,87,69,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0011-RULE_EXTRACTION,rule_extraction,procedure,61,55,14,13,5,high,56,A3_high,100,36,64,47,89,53,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0012-SOFTWARE_REVIEW,software_review,release_notes,84,86,34,70,3,high,25,A4_extreme,100,41,59,83,83,21,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0013-PARSER_DOCUMENTAL,parser_documental,checklist,83,25,59,2,2,low,59,A4_extreme,54,16,38,36,87,54,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0014-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,70,11,33,54,1,high,65,A3_high,85,24,61,38,86,61,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0015-RULE_EXTRACTION,rule_extraction,acceptance_criteria,52,16,29,20,4,medium,73,A2_medium,80,25,55,27,89,70,0,1,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0016-SOFTWARE_REVIEW,software_review,repo_summary,60,86,26,53,1,medium,35,A2_medium,91,27,64,73,85,32,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0017-PARSER_DOCUMENTAL,parser_documental,service_intake,17,89,52,17,5,medium,46,A0_very_low,70,23,47,55,89,44,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0018-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,58,65,15,95,5,high,40,A2_medium,100,40,60,72,85,37,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0019-RULE_EXTRACTION,rule_extraction,business_rule_sheet,61,67,49,26,5,high,44,A3_high,100,41,59,57,87,40,1,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0020-SOFTWARE_REVIEW,software_review,repo_summary,35,46,10,57,3,high,61,A1_low,93,29,64,47,89,59,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
SEED-404-STOCH-0021-PARSER_DOCUMENTAL,parser_documental,checklist,54,75,46,65,1,low,37,A2_medium,60,17,43,69,85,33,0,2,CONTROLLED_OUTPUT_ALLOWED_PRODUCTION_BLOCKED
