case_id,case_family,document_type,ambiguity_level,missingness_level,noise_level,conflict_level,document_complexity,domain_risk,evidence_strength,synthetic_profile,blocked_outputs
STOCH-0268-SOFTWARE_REVIEW,software_review,incident_log,4,72,93,58,3,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0269-PARSER_DOCUMENTAL,parser_documental,checklist,29,30,60,52,4,medium,63,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0270-RULE_EXTRACTION,rule_extraction,procedure,73,22,87,13,2,high,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0271-RULE_EXTRACTION,rule_extraction,acceptance_criteria,42,68,44,73,2,high,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0272-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,62,71,55,75,3,high,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0273-PARSER_DOCUMENTAL,parser_documental,email_request,6,9,14,15,4,low,91,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0274-SOFTWARE_REVIEW,software_review,incident_log,86,26,42,95,4,high,47,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0275-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,44,5,29,7,1,high,82,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0276-SOFTWARE_REVIEW,software_review,incident_log,6,81,34,26,5,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0277-SOFTWARE_REVIEW,software_review,release_notes,71,90,52,4,4,high,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0278-RULE_EXTRACTION,rule_extraction,business_rule_sheet,81,69,55,89,4,medium,28,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0279-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,60,99,77,55,4,medium,21,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0280-RULE_EXTRACTION,rule_extraction,policy,20,78,32,36,5,medium,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0281-AUDIT_DOCUMENTAL,audit_documental,policy_audit,5,92,3,90,3,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0282-RULE_EXTRACTION,rule_extraction,procedure,7,16,41,54,1,medium,77,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0283-RULE_EXTRACTION,rule_extraction,procedure,25,86,3,25,2,high,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0284-SOFTWARE_REVIEW,software_review,release_notes,81,4,1,44,4,medium,72,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0285-PARSER_DOCUMENTAL,parser_documental,checklist,69,99,77,38,3,medium,21,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0286-RULE_EXTRACTION,rule_extraction,policy,43,76,58,64,3,medium,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0287-PARSER_DOCUMENTAL,parser_documental,email_request,27,76,62,51,3,medium,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0288-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,29,68,30,29,1,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0289-RULE_EXTRACTION,rule_extraction,policy,73,10,9,6,1,high,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0290-PARSER_DOCUMENTAL,parser_documental,email_request,43,72,49,92,2,medium,36,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0291-PARSER_DOCUMENTAL,parser_documental,checklist,33,92,77,92,3,low,25,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0292-SOFTWARE_REVIEW,software_review,incident_log,90,52,57,7,4,high,45,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0293-RULE_EXTRACTION,rule_extraction,acceptance_criteria,10,2,46,1,4,medium,90,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0294-SOFTWARE_REVIEW,software_review,incident_log,14,48,23,96,5,medium,58,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0295-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,63,14,63,72,2,medium,58,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0296-RULE_EXTRACTION,rule_extraction,policy,98,61,6,100,1,medium,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0297-RULE_EXTRACTION,rule_extraction,policy,8,29,65,48,1,medium,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0298-SOFTWARE_REVIEW,software_review,incident_log,5,89,19,9,2,medium,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0299-RULE_EXTRACTION,rule_extraction,acceptance_criteria,92,95,36,35,2,high,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0300-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,66,55,43,33,3,high,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0301-RULE_EXTRACTION,rule_extraction,acceptance_criteria,4,42,55,31,3,medium,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0302-RULE_EXTRACTION,rule_extraction,policy,25,30,55,2,1,medium,72,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0303-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,53,77,21,11,3,medium,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0304-RULE_EXTRACTION,rule_extraction,procedure,2,6,94,13,5,medium,81,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0305-RULE_EXTRACTION,rule_extraction,business_rule_sheet,2,68,5,80,5,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0306-RULE_EXTRACTION,rule_extraction,policy,79,0,76,92,1,high,56,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0307-RULE_EXTRACTION,rule_extraction,policy,86,99,49,95,1,high,13,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0308-SOFTWARE_REVIEW,software_review,repo_summary,67,51,42,83,4,high,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0309-RULE_EXTRACTION,rule_extraction,policy,100,23,89,66,4,medium,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0310-SOFTWARE_REVIEW,software_review,repo_summary,88,60,100,32,2,medium,32,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0311-RULE_EXTRACTION,rule_extraction,business_rule_sheet,63,3,35,20,5,medium,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0312-SOFTWARE_REVIEW,software_review,release_notes,12,76,97,4,2,high,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0313-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,96,22,37,12,3,medium,59,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0314-PARSER_DOCUMENTAL,parser_documental,email_request,34,80,93,87,4,low,29,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0315-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,32,47,72,99,2,high,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0316-RULE_EXTRACTION,rule_extraction,procedure,82,0,70,29,2,high,65,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0317-SOFTWARE_REVIEW,software_review,repo_summary,60,23,4,12,3,high,73,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0318-PARSER_DOCUMENTAL,parser_documental,checklist,18,37,34,74,1,medium,63,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0319-SOFTWARE_REVIEW,software_review,release_notes,84,18,11,100,1,medium,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0320-RULE_EXTRACTION,rule_extraction,acceptance_criteria,7,74,22,3,5,medium,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0321-RULE_EXTRACTION,rule_extraction,acceptance_criteria,33,17,52,66,1,high,67,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0322-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,36,96,44,94,4,high,28,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0323-PARSER_DOCUMENTAL,parser_documental,email_request,30,2,42,99,2,low,71,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0324-RULE_EXTRACTION,rule_extraction,policy,94,58,67,49,5,high,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0325-PARSER_DOCUMENTAL,parser_documental,form_record,64,16,89,1,3,low,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0326-PARSER_DOCUMENTAL,parser_documental,form_record,57,70,51,58,1,low,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0327-RULE_EXTRACTION,rule_extraction,procedure,77,93,78,28,4,high,23,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0328-SOFTWARE_REVIEW,software_review,release_notes,17,56,74,0,1,high,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0329-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,72,16,78,90,2,high,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0330-RULE_EXTRACTION,rule_extraction,policy,84,56,47,11,3,medium,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0331-RULE_EXTRACTION,rule_extraction,acceptance_criteria,36,30,1,35,5,high,73,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0332-SOFTWARE_REVIEW,software_review,incident_log,55,73,83,53,5,high,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0333-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,40,35,99,92,3,medium,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0334-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,78,62,18,41,3,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0335-PARSER_DOCUMENTAL,parser_documental,form_record,86,50,97,38,2,low,36,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0336-RULE_EXTRACTION,rule_extraction,acceptance_criteria,55,33,15,83,4,medium,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0337-SOFTWARE_REVIEW,software_review,release_notes,97,51,57,20,2,high,42,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0338-PARSER_DOCUMENTAL,parser_documental,email_request,68,94,10,30,3,low,35,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0339-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,4,43,94,64,3,high,56,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0340-SOFTWARE_REVIEW,software_review,release_notes,10,87,70,14,5,medium,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0341-RULE_EXTRACTION,rule_extraction,acceptance_criteria,48,93,53,21,1,medium,36,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0342-RULE_EXTRACTION,rule_extraction,policy,94,73,73,64,4,high,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0343-PARSER_DOCUMENTAL,parser_documental,form_record,1,39,88,57,3,medium,61,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0344-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,63,62,67,26,2,high,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0345-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,94,16,70,50,2,medium,52,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0346-RULE_EXTRACTION,rule_extraction,procedure,16,32,95,87,3,medium,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0347-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,18,1,90,57,2,high,73,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0348-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,67,10,56,12,2,medium,69,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0349-RULE_EXTRACTION,rule_extraction,policy,95,60,60,14,5,high,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0350-RULE_EXTRACTION,rule_extraction,business_rule_sheet,23,81,100,72,1,high,32,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0351-PARSER_DOCUMENTAL,parser_documental,form_record,30,63,36,53,2,medium,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0352-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,81,50,48,95,5,low,36,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0353-SOFTWARE_REVIEW,software_review,incident_log,73,90,83,48,5,high,22,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0354-AUDIT_DOCUMENTAL,audit_documental,policy_audit,92,45,81,16,1,high,43,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0355-SOFTWARE_REVIEW,software_review,test_report,7,87,81,91,2,medium,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0356-PARSER_DOCUMENTAL,parser_documental,email_request,3,77,93,49,5,medium,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0357-RULE_EXTRACTION,rule_extraction,business_rule_sheet,39,79,5,62,5,high,45,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0358-PARSER_DOCUMENTAL,parser_documental,checklist,26,63,34,64,3,low,51,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0359-RULE_EXTRACTION,rule_extraction,acceptance_criteria,75,56,77,69,1,high,35,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0360-RULE_EXTRACTION,rule_extraction,acceptance_criteria,60,46,17,26,2,medium,58,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0361-SOFTWARE_REVIEW,software_review,incident_log,57,87,48,13,4,high,38,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0362-SOFTWARE_REVIEW,software_review,test_report,43,52,61,22,3,high,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0363-SOFTWARE_REVIEW,software_review,test_report,31,24,90,46,5,high,62,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0364-RULE_EXTRACTION,rule_extraction,acceptance_criteria,87,6,58,69,1,high,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0365-RULE_EXTRACTION,rule_extraction,procedure,12,76,36,23,2,high,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0366-RULE_EXTRACTION,rule_extraction,business_rule_sheet,91,71,63,17,1,medium,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0367-AUDIT_DOCUMENTAL,audit_documental,policy_audit,10,71,74,72,1,high,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0368-PARSER_DOCUMENTAL,parser_documental,email_request,50,26,61,14,2,medium,65,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0369-AUDIT_DOCUMENTAL,audit_documental,compliance_packet,86,69,17,84,2,high,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0370-AUDIT_DOCUMENTAL,audit_documental,policy_audit,43,79,65,50,5,high,37,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0371-SOFTWARE_REVIEW,software_review,release_notes,79,79,16,60,2,medium,34,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0372-PARSER_DOCUMENTAL,parser_documental,email_request,41,97,23,17,5,medium,41,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0373-SOFTWARE_REVIEW,software_review,repo_summary,55,48,6,30,3,high,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0374-PARSER_DOCUMENTAL,parser_documental,form_record,15,75,54,0,2,low,55,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0375-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,19,78,32,58,4,medium,47,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0376-PARSER_DOCUMENTAL,parser_documental,invoice_receipt,31,19,61,95,2,low,61,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0377-RULE_EXTRACTION,rule_extraction,acceptance_criteria,53,5,28,83,5,high,68,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0378-SOFTWARE_REVIEW,software_review,release_notes,98,98,15,90,5,medium,16,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0379-RULE_EXTRACTION,rule_extraction,policy,77,21,11,65,4,high,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0380-RULE_EXTRACTION,rule_extraction,policy,39,70,92,41,2,medium,39,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0381-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,32,65,15,76,2,high,50,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0382-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,17,54,33,46,3,high,60,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0383-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,12,38,85,88,3,high,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0384-PARSER_DOCUMENTAL,parser_documental,form_record,33,74,32,2,2,medium,54,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0385-PARSER_DOCUMENTAL,parser_documental,form_record,45,19,38,2,5,medium,75,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0386-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,9,97,93,53,5,medium,33,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0387-RULE_EXTRACTION,rule_extraction,procedure,51,60,24,71,1,medium,46,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0388-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,42,55,66,96,1,high,41,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0389-SOFTWARE_REVIEW,software_review,incident_log,3,77,65,95,5,medium,41,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0390-SOFTWARE_REVIEW,software_review,release_notes,17,97,33,43,5,medium,41,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0391-RULE_EXTRACTION,rule_extraction,business_rule_sheet,99,75,90,30,5,high,24,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0392-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,2,37,34,97,1,medium,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0393-RULE_EXTRACTION,rule_extraction,policy,87,92,65,34,4,medium,22,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0394-PARSER_DOCUMENTAL,parser_documental,form_record,31,7,60,64,2,medium,71,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0395-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,81,75,23,20,5,medium,40,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0396-SOFTWARE_REVIEW,software_review,test_report,37,39,17,46,4,high,64,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0397-AUDIT_DOCUMENTAL,audit_documental,policy_audit,96,7,74,96,1,high,48,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0398-AUDIT_DOCUMENTAL,audit_documental,evidence_dossier,14,69,93,51,1,high,44,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0399-SOFTWARE_REVIEW,software_review,test_report,72,0,78,92,4,high,57,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0400-AUDIT_DOCUMENTAL,audit_documental,policy_audit,15,61,10,5,4,medium,67,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
STOCH-0401-AUDIT_DOCUMENTAL,audit_documental,contract_checklist,85,80,92,53,3,high,21,randomized_controlled_no_real_company_data,"['production claim', 'deployment', 'automatic merge', 'credential handling', 'client-facing final decision']"
